id,year,locationName,latitude_eq,longitude_eq,damageAmountOrder,publish,country,regionCode_eq,intensity,deathsAmountOrder,tsunamiEventId,deathsAmountOrderTotal,eqDepth,deaths,housesDestroyedAmountOrder,deathsTotal,damageAmountOrderTotal,housesDestroyedAmountOrderTotal,month,day,volcanoEventId,housesDamagedAmountOrder,injuries,injuriesAmountOrder,injuriesTotal,injuriesAmountOrderTotal,hour,housesDamagedAmountOrderTotal,minute,housesDestroyed,housesDamaged,housesDestroyedTotal,housesDamagedTotal,area,second,damageMillionsDollars,missing,missingAmountOrder,missingTotal,missingAmountOrderTotal,damageMillionsDollarsTotal,magnitude_Mw,MagnitudeSource,earthquakeEventId,oceanicTsunami,maxWaterHeight,regionCode_ts,latitude_ts,longitude_ts,same_region
8409,2009,INDONESIA:  SUMATRA:  PADANG,-0.72,99.867,4.0,True,INDONESIA,60,,4.0,4441.0,4.0,81.0,1117.0,3.0,1117.0,4.0,3.0,9.0,30.0,,4.0,1214.0,4.0,1214.0,4.0,10.0,4.0,16.0,,181665.0,,181665.0,,9.2,2200.0,,,,,2200.0,7.5,Mw,8409.0,1,0.27,60.0,-0.72,99.867,True
8410,2009,VANUATU ISLANDS,-13.006,166.51,,True,VANUATU,170,,,4442.0,,45.0,,,,,,10.0,7.0,,,,,,,22.0,,3.0,,,,,,14.4,,,,,,,7.6,Mw,8410.0,1,0.29,82.0,-13.006,166.51,False
8430,2009,IRAN:  BANDAR ABBAS,27.334,56.202,1.0,True,IRAN,140,,,,,14.0,,,,1.0,,11.0,3.0,,,269.0,3.0,269.0,3.0,23.0,1.0,26.0,,,,,,52.0,,,,,,,5.365,Mb→Mw,,0,,,,,False
8431,2009,CHINA:  YUNNAN PROVINCE,25.962,100.825,,True,CHINA,30,,,,,25.0,,3.0,,,3.0,11.0,1.0,,3.0,28.0,1.0,28.0,1.0,21.0,4.0,7.0,1000.0,1000.0,1000.0,30000.0,,20.6,,,,,,,4.9,Mw,,0,,,,,False
8451,2009,INDONESIA:  SUMABAWA:  BIMA,-8.207,118.631,2.0,True,INDONESIA,60,,1.0,,1.0,18.0,2.0,,2.0,2.0,,11.0,8.0,,,200.0,3.0,200.0,3.0,19.0,2.0,41.0,,,,,,43.3,2.43,,,,,2.43,6.6,Mw,,0,,,,,False
8472,2009,INDONESIA:  SUMATRA:  PADANG,-1.479,99.49,,True,INDONESIA,60,,,4482.0,,20.0,,,,,,8.0,16.0,,,9.0,1.0,9.0,1.0,7.0,,38.0,,,,,,21.7,,,,,,,6.7,Mw,8472.0,1,0.18,60.0,-1.479,99.49,True
8492,2009,CHINA:  CHONGQING PROVINCE:  RONGCHANG,29.358,105.438,2.0,True,CHINA,30,,1.0,,1.0,10.0,2.0,3.0,2.0,2.0,3.0,8.0,8.0,,3.0,1.0,1.0,1.0,1.0,13.0,,26.0,440.0,440.0,440.0,,,17.5,,,,,,,3.92,Mb→Mw,,0,,,,,False
8512,2009,CHINA:  QINGHAI PROVINCE,37.696,95.718,1.0,True,CHINA,40,,,,,13.0,,,,1.0,,8.0,28.0,,,,,,,1.0,1.0,52.0,,,,30.0,,6.6,,,,,,,6.2,Mw,,0,,,,,False
8513,2009,MYANMAR (BURMA);  INDIA:  SIBSAGAR,25.28,95.101,1.0,True,MYANMAR (BURMA),60,,,,,82.0,,,,1.0,,8.0,30.0,,,,,,,19.0,,27.0,,,,,,48.8,,,,,,,5.45,Mb→Mw,,0,,,,,False
8532,2009,GEORGIA:  NORTHWESTERN,42.66,43.443,2.0,True,GEORGIA,40,,,,,15.0,,,,2.0,,9.0,6.0,,,1.0,1.0,1.0,1.0,22.0,3.0,41.0,,,,1000.0,,37.3,,,,,,,6.0,Mw,,0,,,,,False
8533,2009,"PHILIPPINES:  COTABATO, SULTAN KUDARAT",6.513,124.715,1.0,True,PHILIPPINES,170,,,,,10.0,,,,1.0,,9.0,18.0,,,91.0,2.0,91.0,2.0,11.0,2.0,53.0,,,,76.0,,48.0,,,,,,,5.7,Mw,,0,,,,,False
8534,2009,INDONESIA:  BALI:  DENPASAR,-9.138,115.593,1.0,True,INDONESIA,60,,,,,79.0,,,,1.0,,9.0,18.0,,2.0,7.0,1.0,7.0,1.0,23.0,2.0,6.0,,,,,,57.7,,,,,,,5.7,Mw,,0,,,,,False
8535,2009,AUSTRALIA:  MORNINGTON,-38.28,145.25,1.0,True,AUSTRALIA,170,,,,,0.0,,,,1.0,,9.0,22.0,,,,,,,8.0,,20.0,,,,,,41.0,,,,,,,3.665,ML,,0,,,,,False
8552,2009,INDONESIA:  SUMATRA:  SOUTHERN:  KERINCI,-2.515,101.501,3.0,True,INDONESIA,60,,1.0,,1.0,10.0,3.0,3.0,3.0,3.0,3.0,10.0,1.0,,3.0,,,,,1.0,,52.0,,,,,,27.3,10.0,,,,,10.0,6.6,Mw,,0,,,,,False
8572,2009,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.517,166.382,,True,SOLOMON ISLANDS,170,,,,,35.0,,,,,,10.0,7.0,,,,,,,22.0,,18.0,,,,,,51.2,,,,,,,7.8,Mw,,0,,,,,False
8573,2009,ECUADOR:  TENA,-0.962,-77.817,1.0,True,ECUADOR,160,,,,,35.0,,,,1.0,,10.0,9.0,,,,,,,18.0,,11.0,,,,,,39.9,,,,,,,5.62,Mb→Mw,,0,,,,,False
8574,2009,AFGHANISTAN:  HINDU KUSH,36.517,70.95,1.0,True,AFGHANISTAN,40,,1.0,,1.0,18.0,5.0,,5.0,1.0,,10.0,22.0,,,,,,,19.0,,51.0,,,,,,27.5,,,,,,,6.1,Mw,,0,,,,,False
8592,2009,VENEZUELA:  SIQUISIQUE,10.434,-69.715,1.0,True,VENEZUELA,160,,,,,7.0,,,,1.0,,11.0,27.0,,,,,,,8.0,,15.0,,,,,,53.3,,,,,,,5.4,Mw,,0,,,,,False
8632,2009,MALAWI:  KARONGA,-10.108,33.818,3.0,True,MALAWI,10,,1.0,,1.0,6.0,3.0,4.0,3.0,3.0,4.0,12.0,19.0,,4.0,250.0,3.0,250.0,3.0,23.0,4.0,19.0,1111.0,1111.0,1111.0,3565.0,,15.5,,,,,,,6.0,Mw,,0,,,,,False
8652,2009,TAIWAN:  HUALIEN,23.796,121.605,1.0,True,TAIWAN,30,,,,,57.0,,,,1.0,,12.0,19.0,,1.0,14.0,1.0,14.0,1.0,13.0,1.0,2.0,,,,,,17.0,,,,,,,6.4,Mw,,0,,,,,False
8672,2010,SOLOMON ISLANDS,-8.743,157.477,,True,SOLOMON ISLANDS,170,,,4522.0,,26.0,,,,,,1.0,3.0,,,,,,,21.0,,48.0,,,,,,5.3,,,,,,,6.6,Mw,8672.0,1,0.01,82.0,-8.743,157.477,False
8673,2010,SOLOMON ISLANDS,-8.799,157.346,1.0,True,SOLOMON ISLANDS,170,,,4523.0,,25.0,,1.0,,1.0,1.0,1.0,3.0,,2.0,,,,,22.0,2.0,36.0,16.0,60.0,16.0,60.0,,27.9,,,,,,,7.1,Mw,8673.0,1,7.52,82.0,-8.799,157.346,False
8692,2010,SOLOMON ISLANDS,-9.019,157.551,,True,SOLOMON ISLANDS,170,,,4542.0,,15.0,,,,,,1.0,5.0,,,,,,,12.0,,15.0,,,,,,32.2,,,,,,,6.8,Mw,8692.0,1,0.03,82.0,-9.019,157.551,False
8693,2010,TAJIKISTAN,38.245,71.467,2.0,True,TAJIKISTAN,40,,,,,47.0,,2.0,,2.0,2.0,1.0,2.0,,3.0,,,,,2.0,3.0,15.0,98.0,1000.0,98.0,1000.0,,12.0,1.5,,,,,1.5,5.487,Ms→Mw,,0,,,,,False
8712,2010,CALIFORNIA:  OFF COAST NORTHERN,40.652,-124.692,3.0,True,USA,150,,,,,29.0,,,,3.0,,1.0,10.0,,,35.0,1.0,35.0,1.0,0.0,,27.0,,,,,CA,39.3,43.0,,,,,43.0,6.5,Mw,,0,,,,,False
8732,2010,HAITI:  PORT-AU-PRINCE,18.457,-72.533,4.0,True,HAITI,90,,4.0,4622.0,4.0,13.0,316000.0,4.0,316000.0,4.0,4.0,1.0,12.0,,4.0,30000.0,4.0,300000.0,4.0,21.0,4.0,53.0,97294.0,188383.0,97294.0,188383.0,,10.0,8000.0,,,,,8000.0,7.0,Mw,8732.0,1,3.21,74.0,18.457,-72.533,False
8752,2010,CHINA:  SICHUAN PROVINCE: MOXI,30.268,105.668,2.0,True,CHINA,30,,1.0,,1.0,10.0,1.0,3.0,1.0,2.0,3.0,1.0,30.0,,3.0,15.0,1.0,15.0,1.0,21.0,,36.0,200.0,200.0,200.0,,,58.0,,,,,,,5.219,Ms→Mw,,0,,,,,False
8772,2009,"BHUTAN:  MONGAR, PEMAGATSEL, TASHIGANG",27.262,91.417,2.0,True,BHUTAN,60,,,,,26.0,,1.0,,2.0,1.0,10.0,29.0,,1.0,,,,,17.0,3.0,0.0,1.0,1.0,1.0,116.0,,38.6,,,,,,,5.535,Mb→Mw,,0,,,,,False
8792,2009,SOUTH AFRICA:  CARLETONVILLE,-26.414,27.494,,True,SOUTH AFRICA,10,,1.0,,1.0,2.0,2.0,,2.0,,,12.0,6.0,,,3.0,1.0,3.0,1.0,21.0,,51.0,,,,,,59.8,,,,,,,4.005,ML,,0,,,,,False
8793,2009,MALAWI:  KARONGA,-9.948,33.878,3.0,True,MALAWI,10,,1.0,,1.0,8.0,1.0,,1.0,3.0,,12.0,8.0,,,15.0,1.0,15.0,1.0,3.0,4.0,8.0,,,,3000.0,,57.2,,,,,,,5.9,Mw,,0,,,,,False
8794,2009,INDIA:  MAHARASHTRA:  SATARA,17.109,73.767,1.0,True,INDIA,60,,,,,10.0,,,,1.0,,12.0,12.0,,,,,,,11.0,2.0,51.0,,,,,,25.7,,,,,,,5.365,Mb→Mw,,0,,,,,False
8795,2009,JAPAN:  HONSHU:  ITO,34.921,139.261,1.0,True,JAPAN,30,,,,,7.0,,,,1.0,,12.0,17.0,,,7.0,1.0,7.0,1.0,23.0,1.0,45.0,,,,20.0,,36.4,,,,,,,5.195,Mb→Mw,,0,,,,,False
8812,2009,MEXICO:  MEXICALI,32.437,-115.165,1.0,True,MEXICO,150,,,,,9.0,,,,1.0,,12.0,30.0,,,,,,,18.0,2.0,48.0,,,,,,57.7,,,,,,,5.9,Mw,,0,,,,,False
8813,2009,BHUTAN:  DAMETSI,27.319,91.51,2.0,True,BHUTAN,60,,,,,10.0,,,,2.0,,12.0,31.0,,,2.0,1.0,2.0,1.0,9.0,3.0,57.0,,,,700.0,,29.7,,,,,,,5.554,Ms→Mw,,0,,,,,False
8832,1982,"CANADA; MAINE:  CARIBOU, HAYNESVILLE, PRESQUE ISLE",46.975,-66.659,1.0,True,CANADA,150,6.0,,,,7.0,,,,1.0,,1.0,11.0,,,,,,,21.0,,41.0,,,,,,7.9,,,,,,,5.085,Ms→Mw,,0,,,,,False
8852,1968,ITALY:  SICILY,37.8,13.2,1.0,True,ITALY,130,,1.0,,1.0,33.0,8.0,,8.0,1.0,,1.0,25.0,,,55.0,2.0,55.0,2.0,9.0,,56.0,,,,,,48.7,,,,,,,5.487,Ms→Mw,,0,,,,,False
8872,2010,"CHILE:  MAULE, CONCEPCION, TALCAHUANO",-36.122,-72.898,4.0,True,CHILE,160,9.0,3.0,4682.0,3.0,22.0,402.0,,558.0,4.0,,2.0,27.0,,4.0,12000.0,4.0,12000.0,4.0,6.0,4.0,34.0,,500000.0,,500000.0,,11.5,30000.0,,,,,30000.0,8.8,Mw,8872.0,1,29.0,89.0,-36.122,-72.898,False
8892,2010,"TURKEY:  ELAZIG PROVINCE:  OKCULAR, YUKARI DEMIRCI",38.864,39.986,2.0,True,TURKEY,140,,2.0,,2.0,12.0,51.0,3.0,51.0,2.0,3.0,3.0,8.0,,3.0,100.0,2.0,100.0,2.0,2.0,3.0,32.0,287.0,287.0,287.0,700.0,,34.7,,,,,,,6.1,Mw,,0,,,,,False
8912,2010,CHILE:  RANCAGUA,-34.29,-71.891,1.0,True,CHILE,160,,,4722.0,,11.0,,,,1.0,,3.0,11.0,,,,,,,14.0,,39.0,,,,,,43.9,,,,,,,6.9,Mw,8912.0,1,0.14,89.0,-34.29,-71.891,False
8932,2010,MEXICO:  BAJA CALIFORNIA,32.297,-115.278,4.0,True,MEXICO,150,,1.0,,1.0,4.0,2.0,,2.0,4.0,,4.0,4.0,,3.0,233.0,3.0,233.0,3.0,22.0,3.0,40.0,,,,,,43.1,1150.0,,,,,1150.0,7.2,Mw,,0,,,,,False
8952,2001,PHILIPPINES:  MINDANAO,6.898,126.579,,True,PHILIPPINES,170,,,,,33.0,,,,,,1.0,1.0,,,,,,,6.0,,57.0,,,,,,4.1,,,,,,,7.5,Mw,,0,,,,,False
8953,2002,FIJI ISLANDS,-21.696,-179.513,,True,FIJI,170,,,,,580.0,,,,,,8.0,19.0,,,,,,,11.0,,1.0,,,,,,1.1,,,,,,,7.7,Mw,,0,,,,,False
8954,2002,FIJI ISLANDS,-23.884,178.495,,True,FIJI,170,,,,,675.0,,,,,,8.0,19.0,,,,,,,11.0,,8.0,,,,,,24.3,,,,,,,7.7,Mw,,0,,,,,False
8955,2008,RUSSIA:  SEA OF OKHOTSK,53.882,152.886,,True,RUSSIA,50,,,,,633.0,,,,,,7.0,5.0,,,,,,,2.0,,12.0,,,,,,4.4,,,,,,,7.7,Mw,,0,,,,,False
8956,2006,INDONESIA:  BANDA SEA,-5.473,128.131,,True,INDONESIA,170,,,,,397.0,,,,,,1.0,27.0,,,,,,,16.0,,58.0,,,,,,53.6,,,,,,,7.6,Mw,,0,,,,,False
8957,2007,JAPAN:  VOLCANO ISLANDS,22.013,142.668,,True,JAPAN,30,,,,,260.0,,,,,,9.0,28.0,,,,,,,13.0,,38.0,,,,,,57.8,,,,,,,7.5,Mw,,0,,,,,False
8958,1990,PAPUA NEW GUINEA:  NEW BRITAIN,-5.097,150.967,1.0,True,PAPUA NEW GUINEA,170,,,,,179.0,,,,1.0,,12.0,30.0,,,,,,,19.0,,14.0,,,,,,18.9,,,,,,,7.5,Mw,,0,,,,,False
8972,2010,CHINA:  QINGHAI PROVINCE:  YUSHU,33.165,96.548,4.0,True,CHINA,30,,4.0,,4.0,17.0,2968.0,4.0,2968.0,4.0,4.0,4.0,13.0,,,12135.0,4.0,12135.0,4.0,23.0,,49.0,15000.0,,15000.0,,,38.3,500.0,,,,,500.0,6.9,Mw,,0,,,,,False
8973,2010,INDONESIA:  SUMATRA,2.383,97.048,,True,INDONESIA,60,,,4763.0,,31.0,,,,,,4.0,6.0,,,,,,,22.0,,15.0,,,,,,1.5,,,,,,,7.8,Mw,8973.0,1,0.44,60.0,2.383,97.048,True
8992,2010,INDONESIA:  JAVA:  GARUT,-7.907,107.879,,True,INDONESIA,60,,1.0,,1.0,65.0,1.0,,1.0,,,1.0,10.0,,,2.0,1.0,2.0,1.0,0.0,,25.0,,,,,,4.2,,,,,,,5.365,Mb→Mw,,0,,,,,False
8993,2010,VENEZUELA:  CARIACO,10.454,-63.475,1.0,True,VENEZUELA,160,,,,,8.0,,,,1.0,,1.0,15.0,,1.0,11.0,1.0,11.0,1.0,18.0,1.0,0.0,,3.0,,3.0,,46.7,,,,,,,5.5,Mw,,0,,,,,False
8994,2010,IRAN:  KHUZESTAN:  ARRJAN,32.45,48.3,2.0,True,IRAN,140,,,,,5.0,,,,2.0,,1.0,16.0,,,,,,,20.0,3.0,23.0,,,,150.0,,37.0,,,,,,,5.28,Mb→Mw,,0,,,,,False
8995,2010,CHINA:  GUIZHOU PROVINCE,25.558,105.804,,True,CHINA,30,,1.0,,1.0,27.0,7.0,,7.0,,,1.0,17.0,,,9.0,1.0,9.0,1.0,9.0,,37.0,,,,,,26.1,,1.0,,1.0,1.0,,4.7700000000000005,Mb→Mw,,0,,,,,False
9012,2010,AFGHANISTAN:  SAMANGAN PROVINCE,35.633,67.658,4.0,True,AFGHANISTAN,40,,1.0,,1.0,13.0,11.0,4.0,11.0,4.0,4.0,4.0,18.0,,,70.0,2.0,70.0,2.0,20.0,,28.0,2000.0,,2000.0,,,50.2,,,,,,,5.6,Mw,,0,,,,,False
9032,2010,"JAPAN:  TORI SHIMA, OKINAWA",25.93,128.425,1.0,True,JAPAN,30,,,4782.0,,25.0,,,,1.0,,2.0,26.0,,,2.0,1.0,2.0,1.0,20.0,,31.0,,,,,,26.9,,,,,,,7.0,Mw,9032.0,1,0.1,85.0,25.93,128.425,False
9033,2010,AUSTRALIA:  KALGOORLIE,-30.794,121.406,1.0,True,AUSTRALIA,60,,,,,0.0,,,,1.0,,4.0,20.0,,,3.0,1.0,3.0,1.0,0.0,1.0,17.0,,,,,,8.0,,,,,,,5.45,Mb→Mw,,0,,,,,False
9052,2010,CHINA:  YUNNAN PROVINCE,25.523,101.903,1.0,True,CHINA,30,,,,,36.0,,,,1.0,,2.0,25.0,,1.0,11.0,1.0,11.0,1.0,4.0,1.0,56.0,,,,,,51.9,,,,,,,5.286,Ms→Mw,,0,,,,,False
9053,2010,ARGENTINA:  SALTA,-24.836,-65.457,,True,ARGENTINA,160,7.0,1.0,,1.0,15.0,2.0,,2.0,,,2.0,27.0,,,2.0,1.0,2.0,1.0,15.0,,45.0,,,,,,36.7,,,,,,,6.3,Mw,,0,,,,,False
9092,2010,INDONESIA:  N. SUMATRA: SIMEULUE ISLAND,3.748,96.018,1.0,True,INDONESIA,60,,,,,38.0,,,,1.0,,5.0,9.0,,,,,,,5.0,,59.0,,,,,,41.6,,,,,,,7.2,Mw,,0,,,,,False
9112,2005,GUADELOUPE,15.775,-61.744,,True,GUADELOUPE,90,,,4802.0,,12.0,,,,,,2.0,14.0,,,,,,,18.0,,5.0,,,,,,59.3,,,,,,,5.8,Mw,9112.0,1,,74.0,15.775,-61.744,False
9132,2010,ALGERIA:  NORTHERN:  BENI YELLMAN,35.9,4.12,,True,ALGERIA,15,,1.0,,1.0,2.0,2.0,,2.0,,,5.0,14.0,,,43.0,1.0,43.0,1.0,12.0,,29.0,,,,,,22.3,,,,,,,5.45,Mb→Mw,,0,,,,,False
9152,2010,TAIWAN:  KAO-HSIUNG,22.918,120.795,4.0,True,TAIWAN,30,,,,,21.0,,,,4.0,,3.0,4.0,,,96.0,2.0,96.0,2.0,0.0,3.0,18.0,,,,340.0,,51.2,1000.0,,,,,1000.0,6.3,Mw,,0,,,,,False
9172,2010,"ANATAHAN REGION, N. MARIANA ISLANDS",16.591,145.682,,True,USA TERRITORY,170,,,4822.0,,10.0,,,,,,5.0,29.0,5184.0,,,,,,11.0,,46.0,,,,,MP,50.3,,,,,,,4.7700000000000005,Mb→Mw,9172.0,1,0.04,81.0,16.708,145.97,False
9252,2010,INDIA:  LITTLE NICOBAR ISLAND,7.881,91.936,,True,INDIA,60,6.0,,4902.0,,35.0,,,,,,6.0,12.0,,,,,,,19.0,,26.0,,,,,,50.4,,,,,,,7.5,Mw,9252.0,1,0.03,60.0,7.881,91.936,True
9272,1910,VANUATU ISLANDS:  ESPIRITU SANTO,-16.0,166.0,,True,VANUATU,170,,,,,70.0,,,,,,11.0,9.0,,,,,,,6.0,,2.0,,,,,,,,,,,,,7.3629999999999995,Ms→Mw,,0,,,,,False
9292,2010,INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN,-2.174,136.543,3.0,True,INDONESIA,170,6.0,1.0,,1.0,18.0,17.0,4.0,17.0,3.0,4.0,6.0,16.0,,,,,,,3.0,,16.0,2556.0,,2556.0,,,27.5,,,,,,,7.0,Mw,,0,,,,,False
9372,2010,INDIA: ANDAMAN ISLANDS:  DIGLIPUR,13.667,92.831,2.0,True,INDIA,60,,,,,34.0,,,,2.0,,3.0,30.0,,,10.0,1.0,10.0,1.0,16.0,3.0,54.0,,,,,,46.7,,,,,,,6.7,Mw,,0,,,,,False
9373,2010,"CANADA:  QUEBEC:  VAL-DES-BOIS, GRACEFIELD",45.88,-75.48,1.0,True,CANADA,150,6.0,,,,22.0,,,,1.0,,6.0,23.0,,,,,,,17.0,,41.0,,,,,,41.0,,,,,,,5.2,Mw,,0,,,,,False
9412,2010,IRAN:  FARSINAJ,27.022,53.861,2.0,True,IRAN,140,,1.0,,1.0,10.0,1.0,,1.0,2.0,,7.0,20.0,,3.0,32.0,1.0,32.0,1.0,19.0,3.0,38.0,,,,,,9.5,,,,,,,5.8,Mw,,0,,,,,False
9432,2010,PHILIPPINES:  CELEBES SEA:  MORO GULF,6.486,123.467,,True,PHILIPPINES,170,4.0,,,,586.0,,,,,,7.0,23.0,,,,,,,22.0,,51.0,,,,,,12.4,,,,,,,7.6,Mw,,0,,,,,False
9452,2010,VANUATU ISLANDS,-17.541,168.069,,True,VANUATU,170,7.0,,5222.0,,25.0,,,,,,8.0,10.0,,,,,,,5.0,,23.0,,,,,,44.9,,,,,,,7.2,Mw,9452.0,1,0.23,82.0,-17.541,168.069,False
9472,2010,IRAN:  DAMGHAN-TORUD,35.49,54.47,3.0,True,IRAN,140,,1.0,,1.0,7.0,3.0,3.0,3.0,3.0,3.0,8.0,27.0,,,200.0,3.0,200.0,3.0,19.0,,23.0,700.0,,700.0,,,49.5,,,,,,,5.7,Mw,,0,,,,,False
9492,2010,NEW ZEALAND:  CHRISTCHURCH,-43.522,171.83,4.0,True,NEW ZEALAND,170,9.0,,,,12.0,,,,4.0,,9.0,3.0,,3.0,2.0,1.0,2.0,1.0,16.0,3.0,35.0,,,,,,47.7,6500.0,,,,,6500.0,7.0,Mw,,0,,,,,False
9512,2010,INDIA:  CHAMOLI,30.099,80.026,1.0,True,INDIA,60,,,,,36.0,,,,1.0,,5.0,1.0,,,,,,,22.0,,36.0,,,,,,29.3,,,,,,,4.8549999999999995,Mb→Mw,,0,,,,,False
9513,2010,PERU:  TACNA,-18.058,-70.547,2.0,True,PERU,160,,,,,37.0,,,,2.0,,5.0,6.0,,,11.0,1.0,11.0,1.0,2.0,2.0,42.0,,,,,,47.9,,,,,,,6.2,Mw,,0,,,,,False
9514,2010,"PUERTO RICO:  LARES, VEGA BAJA",18.4,-67.07,1.0,True,USA TERRITORY,90,,,,,113.0,,,,1.0,,5.0,16.0,,,,,,,5.0,1.0,16.0,,,,,PR,10.0,,,,,,,5.8,Mw,,0,,,,,False
9552,2010,IRAN:  SHIRAZ,29.647,51.665,1.0,True,IRAN,140,,1.0,,1.0,27.0,1.0,1.0,1.0,1.0,1.0,9.0,27.0,,,3.0,1.0,3.0,1.0,11.0,,22.0,,,,,,46.0,,,,,,,5.8,Mw,,0,,,,,False
9592,2010,INDONESIA:  SUMATRA,-3.487,100.082,,True,INDONESIA,60,,,5342.0,3.0,20.0,,,431.0,4.0,3.0,10.0,25.0,,,,,,,14.0,,42.0,,,700.0,,,22.0,,,,,,39.0,7.8,Mw,9592.0,1,16.9,60.0,-3.487,100.082,True
9612,2010,"GUAM, NORTHERN MARIANA ISLANDS",12.484,141.476,,True,USA TERRITORY,170,,,5343.0,,10.0,,,,,,8.0,13.0,,,,,,,21.0,,19.0,,,,,GU,33.0,,,,,,,6.9,Mw,9612.0,1,0.07,81.0,12.484,141.476,False
9632,2010,BALKANS NW: SERBIA:  KRALJEVO,43.76,20.673,3.0,True,SERBIA,130,6.0,1.0,,1.0,1.0,2.0,3.0,2.0,3.0,3.0,11.0,3.0,,4.0,100.0,2.0,100.0,2.0,0.0,4.0,56.0,1000.0,5000.0,1000.0,5000.0,,55.0,,,,,,,5.5,Mw,,0,,,,,False
9672,1925,MONTANA:  CLARKSTON VALLEY,46.4,-111.24,1.0,True,USA,150,8.0,,,,25.0,,,,1.0,,6.0,28.0,,2.0,,,,,1.0,2.0,21.0,,,,,,5.0,0.15,,,,,0.15,6.559000000000001,Ms→Mw,,0,,,,,False
9759,2010,JAPAN:  BONIN ISLANDS,26.901,143.698,,True,JAPAN,30,,,5402.0,,14.0,,,,,,12.0,21.0,,,,,,,17.0,,19.0,,,,,,40.6,,,,,,,7.4,Mw,9759.0,1,0.13,85.0,26.901,143.698,False
9760,2010,IRAN:  KERMAN,28.412,59.18,3.0,True,IRAN,140,,1.0,,1.0,12.0,7.0,3.0,7.0,3.0,3.0,12.0,20.0,,4.0,25.0,1.0,25.0,1.0,18.0,4.0,41.0,,1800.0,,1800.0,,59.2,,,,,,,6.5,Mw,,0,,,,,False
9761,2010,VANUATU ISLANDS,-19.702,167.947,,True,VANUATU,170,,,5403.0,,16.0,,,,1.0,,12.0,25.0,,,,,4.0,1.0,13.0,,16.0,,,,,,37.0,,,,,,,7.3,Mw,9761.0,1,4.1,82.0,-19.702,167.947,False
9762,2011,IRAN:  FARS PROVINCE,30.16,51.62,2.0,True,IRAN,140,,,,,24.0,,,,2.0,,1.0,5.0,,,16.0,1.0,16.0,1.0,16.0,,32.0,,,,,,24.2,,,,,,,4.8549999999999995,Mb→Mw,,0,,,,,False
9763,2011,"PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN",28.777,63.951,2.0,True,PAKISTAN,60,,1.0,,1.0,68.0,3.0,3.0,3.0,2.0,,1.0,18.0,,3.0,,2.0,,2.0,20.0,3.0,23.0,200.0,200.0,,200.0,,23.4,,,,,,,7.2,Mw,,0,,,,,False
9764,2010,CALIFORNIA:  OCOTILLO,32.7,-115.921,1.0,True,USA,150,,,,,5.0,,,,1.0,,6.0,15.0,,1.0,,,,,4.0,1.0,26.0,,,,,CA,58.4,,,,,,,5.8,Mw,,0,,,,,False
9765,2010,INDIA:  ANDAMAN ISLANDS:  DIGLIPUR,13.197,93.087,1.0,True,INDIA,60,,,,,20.0,,,,1.0,,6.0,18.0,,,,,,,23.0,2.0,9.0,,,,,,31.0,,,,,,,5.9,Mw,,0,,,,,False
9766,2010,INDIA:  TAULI,29.872,80.428,1.0,True,INDIA,60,,,,,16.0,,1.0,,1.0,1.0,6.0,22.0,,1.0,,,,,23.0,,14.0,,,,,,10.8,,,,,,,5.45,Mb→Mw,,0,,,,,False
9767,2010,MEXICO:  SAN ANDRES HUAXPALTEPEC,16.396,-97.782,,True,MEXICO,150,,1.0,,1.0,20.0,1.0,,1.0,,,6.0,30.0,,,,,,,7.0,,22.0,,,,,,27.6,,,,,,,6.2,Mw,,0,,,,,False
9769,2010,IRAN:  TORBET-I-HEYDARIYEH,35.217,59.308,3.0,True,IRAN,140,,,,,24.0,,,,3.0,,7.0,30.0,,,274.0,3.0,274.0,3.0,13.0,,50.0,,,,,,13.2,,,,,,,5.4,Mw,,0,,,,,False
9770,2010,"ECUADOR:  MANTA, GUAYAQUIL, LOJA",-1.266,-77.306,1.0,True,ECUADOR,160,,,,,207.0,,,,1.0,,8.0,12.0,,,,,,,11.0,,54.0,,,,,,15.5,,,,,,,7.1,Mw,,0,,,,,False
9771,2010,"CHINA:  SICHUAN PROVINCE: NINGANG, ZIAOJIA",27.197,103.005,3.0,True,CHINA,30,,,,,35.0,,,,3.0,,8.0,29.0,,4.0,14.0,1.0,14.0,1.0,0.0,4.0,53.0,,1001.0,,1001.0,,31.4,,,,,,,5.195,Mb→Mw,,0,,,,,False
9772,2010,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.57,172.388,1.0,True,NEW ZEALAND,170,5.0,,,,9.0,,,,1.0,,9.0,6.0,,,,,,,11.0,,24.0,,,,,,1.5,,,,,,,5.28,Mb→Mw,,0,,,,,False
9773,2010,NEW ZEALAND:  NORTH ISLAND:  PORANGAHAU,-40.433,176.818,1.0,True,NEW ZEALAND,170,6.0,,,,21.0,,,,1.0,,9.0,6.0,,,,,,,22.0,,48.0,,,,,,33.2,,,,,,,5.365,Mb→Mw,,0,,,,,False
